movieId,title,clean_title,year,genres,rating,vote_count,popularity,overview,runtime,budget,revenue,tagline,director,cast,keywords,poster_url
87101,Terminator Genisys (2015),Terminator Genisys,2015.0,Science Fiction|Action|Thriller|Adventure,5.8,3631,202.042635,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",126.0,155000000,440603537,Reset the future,,,saving the world|artificial intelligence|cyborg|killer robot|future|time travel|dystopia|sequel|fiction|duringcreditsstinger,https://image.tmdb.org/t/p/w500/87101
271110,Captain America: Civil War (2016),Captain America: Civil War,2016.0,Adventure|Action|Science Fiction,7.1,7241,198.372395,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",147.0,250000000,1153304495,Divided We Fall,,,civil war|war|marvel comic|sequel|superhero|based on comic book|imax|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe,https://image.tmdb.org/t/p/w500/271110
244786,Whiplash (2014),Whiplash,2014.0,Drama,8.3,4254,192.528841,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",105.0,3300000,13092000,The road to greatness can take you to the edge.,Damien Chazelle,,jazz|obsession|conservatory|music teacher|new york city|violence|montage|drummer|public humiliation|jazz band,https://image.tmdb.org/t/p/w500/244786
155,The Dark Knight (2008),The Dark Knight,2008.0,Drama|Action|Crime|Thriller,8.2,12002,187.322927,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",152.0,185000000,1004558444,Why So Serious?,,,dc comics|crime fighter|secret identity|scarecrow|sadism|chaos|gotham city|vigilante|joker|superhero,https://image.tmdb.org/t/p/w500/155
286217,The Martian (2015),The Martian,2015.0,Drama|Adventure|Science Fiction,7.6,7268,167.93287,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",141.0,108000000,630161890,Bring Him Home,Ridley Scott,,based on novel|mars|nasa|isolation|botanist|stranded|spaceship|space|engineering|survival,https://image.tmdb.org/t/p/w500/286217
27205,Inception (2010),Inception,2010.0,Action|Thriller|Science Fiction|Mystery|Adventure,8.1,13752,167.58371,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",148.0,160000000,825532764,Your mind is the scene of the crime.,Christopher Nolan,,loss of lover|dream|kidnapping|sleep|subconsciousness|heist|redemption|female hero,https://image.tmdb.org/t/p/w500/27205
109445,Frozen (2013),Frozen,2013.0,Animation|Adventure|Family,7.3,5295,165.125366,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",102.0,150000000,1274219009,Only the act of true love will thaw a frozen heart.,,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,queen|musical|princess|betrayal|snowman|animation|reindeer|curse|snow|troll,https://image.tmdb.org/t/p/w500/109445
209112,Batman v Superman: Dawn of Justice (2016),Batman v Superman: Dawn of Justice,2016.0,Action|Adventure|Fantasy,5.7,7004,155.790452,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",151.0,250000000,873260194,Justice or revenge,,,dc comics|vigilante|superhero|based on comic book|revenge|super powers|clark kent|bruce wayne|dc extended universe,https://image.tmdb.org/t/p/w500/209112
19995,Avatar (2009),Avatar,2009.0,Action|Adventure|Fantasy|Science Fiction,7.2,11800,150.437577,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",162.0,237000000,2787965087,Enter the World of Pandora.,,,culture clash|future|space war|space colony|society|space travel|futuristic|romance|space|alien,https://image.tmdb.org/t/p/w500/19995
550,Fight Club (1999),Fight Club,1999.0,Drama,8.3,9413,146.757391,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",139.0,63000000,100853753,Mischief. Mayhem. Soap.,,,support group|dual identity|nihilism|rage and hate|insomnia|dystopia|violence,https://image.tmdb.org/t/p/w500/550
58,Pirates of the Caribbean: Dead Man's Chest (2006),Pirates of the Caribbean: Dead Man's Chest,2006.0,Adventure|Fantasy|Action,7.0,5246,145.847379,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",151.0,200000000,1065659812,Jack is back!,Gore Verbinski,,witch|fortune teller|bondage|exotic island|monster|captain|card game|east india trading company|compass|ship,https://image.tmdb.org/t/p/w500/58
205596,The Imitation Game (2014),The Imitation Game,2014.0,History|Drama|Thriller|War,8.0,5723,145.364591,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",113.0,14000000,233555708,The true enigma was the man who cracked the code.,Morten Tyldum,,gay|england|world war ii|mathematician|biography|logician|cryptography,https://image.tmdb.org/t/p/w500/205596
24428,The Avengers (2012),The Avengers,2012.0,Science Fiction|Action|Adventure,7.4,11776,144.448633,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",143.0,220000000,1519557910,Some assembly required.,,,new york|shield|marvel comic|superhero|based on comic book|alien invasion|superhero team|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe,https://image.tmdb.org/t/p/w500/24428
238,The Godfather (1972),The Godfather,1972.0,Drama|Crime,8.4,5893,143.659698,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",175.0,6000000,245066411,An offer you can't refuse.,Francis Ford Coppola,,italy|love at first sight|loss of father|patriarch|organized crime|mafia|lawyer|italian american|crime family|rise to power,https://image.tmdb.org/t/p/w500/238
98566,Teenage Mutant Ninja Turtles (2014),Teenage Mutant Ninja Turtles,2014.0,Science Fiction|Action|Adventure|Fantasy|Comedy,5.8,2636,143.350376,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,101.0,125000000,477200000,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Jonathan Liebesman,,martial arts|terrorist|hero|mutation|van|turtle|vigilante|superhero|based on comic book|ninja,https://image.tmdb.org/t/p/w500/98566
210577,Gone Girl (2014),Gone Girl,2014.0,Mystery|Thriller|Drama,7.9,5862,143.041543,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",145.0,61000000,369330363,You don't know what you've got 'til it's...,,,based on novel|marriage crisis|disappearance|cheating husband|missing person|search party|criminal lawyer|wife murder|murder suspect|missing wife,https://image.tmdb.org/t/p/w500/210577
257344,Pixels (2015),Pixels,2015.0,Action|Comedy|Science Fiction,5.6,2513,140.849495,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,105.0,88000000,243637091,Game On.,Chris Columbus,,video game|nerd|alien attack|3d|pixels,https://image.tmdb.org/t/p/w500/257344
228150,Fury (2014),Fury,2014.0,War|Drama|Action,7.4,3946,139.575085,"Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called ""Fury"" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",135.0,68000000,211817906,War never ends quietly.,David Ayer,,world war ii|nazis|war|nazi germany|panzer|tank,https://image.tmdb.org/t/p/w500/228150
246655,X-Men: Apocalypse (2016),X-Men: Apocalypse,2016.0,Science Fiction,6.4,4721,139.272042,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",144.0,178000000,543934787,Only the strong will survive,,,mutant|supernatural powers|marvel comic|superhero|based on comic book|superhuman|apocalypse|superhero team|world domination|aftercreditsstinger,https://image.tmdb.org/t/p/w500/246655
285,Pirates of the Caribbean: At World's End (2007),Pirates of the Caribbean: At World's End,2007.0,Adventure|Fantasy|Action,6.9,4500,139.082615,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",169.0,300000000,961000000,"At the end of the world, the adventure begins.",Gore Verbinski,,,https://image.tmdb.org/t/p/w500/285
61791,Rise of the Planet of the Apes (2011),Rise of the Planet of the Apes,2011.0,Thriller|Action|Drama|Science Fiction,7.0,4347,138.433168,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",105.0,93000000,482860185,Evolution Becomes Revolution.,,James Franco|Freida Pinto|John Lithgow|Brian Cox|Tom Felton,,https://image.tmdb.org/t/p/w500/61791
13,Forrest Gump (1994),Forrest Gump,1994.0,Comedy|Drama|Romance,8.2,7927,138.133331,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",142.0,55000000,677945399,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",,,vietnam veteran|hippie|mentally disabled|running|based on novel|vietnam|vietnam war|friendship|love|family relationships,https://image.tmdb.org/t/p/w500/13
120,The Lord of the Rings: The Fellowship of the Ring (2001),The Lord of the Rings: The Fellowship of the Ring,2001.0,Adventure|Fantasy|Action,8.0,8705,138.049577,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",178.0,93000000,871368364,One ring to rule them all,Peter Jackson,,elves|dwarves|orcs|middle-earth (tolkien)|hobbit|based on novel|mountains|fireworks|castle|volcano,https://image.tmdb.org/t/p/w500/120
93456,Despicable Me 2 (2013),Despicable Me 2,2013.0,Animation|Comedy|Family,7.0,4637,136.886704,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,98.0,76000000,970761885,Back 2 Work,Pierre Coffin,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,secret agent|bakery|falling in love|father daughter relationship|duringcreditsstinger|first date|minions|3d,https://image.tmdb.org/t/p/w500/93456
278,The Shawshank Redemption (1994),The Shawshank Redemption,1994.0,Drama|Crime,8.5,8205,136.747729,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",142.0,25000000,28341469,Fear can hold you prisoner. Hope can set you free.,,,prison|corruption|police brutality|prison cell|delinquent|parole board|escape from prison|wrongful imprisonment|framed for murder|1940s,https://image.tmdb.org/t/p/w500/278
1865,Pirates of the Caribbean: On Stranger Tides (2011),Pirates of the Caribbean: On Stranger Tides,2011.0,Adventure|Action|Fantasy,6.4,4948,135.413856,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",136.0,380000000,1045713802,Live Forever Or Die Trying.,Rob Marshall,,sea|captain|mutiny|sword|prime minister|sailing|silver|ship|duke|mermaid,https://image.tmdb.org/t/p/w500/1865
99861,Avengers: Age of Ultron (2015),Avengers: Age of Ultron,2015.0,Action|Adventure|Science Fiction,7.3,6767,134.279229,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",141.0,280000000,1405403694,A New Age Has Come.,,,marvel comic|sequel|superhero|based on comic book|vision|superhero team|duringcreditsstinger|marvel cinematic universe|3d,https://image.tmdb.org/t/p/w500/99861
672,Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets,2002.0,Adventure|Fantasy|Family,7.4,5815,132.397737,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.",161.0,100000000,876688482,Hogwarts is back in session.,,,,https://image.tmdb.org/t/p/w500/672
198663,The Maze Runner (2014),The Maze Runner,2014.0,Action|Mystery|Science Fiction|Thriller,7.0,5371,131.815575,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",113.0,34000000,348319861,Run - Remember - Survive,,,based on novel|maze|post-apocalyptic|dystopia|escape|memory loss|erased memory|trapped|dystopic future|runner,https://image.tmdb.org/t/p/w500/198663
158852,Tomorrowland (2015),Tomorrowland,2015.0,Adventure|Family|Mystery|Science Fiction,6.2,2846,130.311355,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",130.0,190000000,209154322,Imagine a world where nothing is impossible.,Brad Bird,,inventor|apocalypse|destiny|imax|dreamer|futuristic car|futuristic city,https://image.tmdb.org/t/p/w500/158852
150540,Inside Out (2015),Inside Out,2015.0,Drama|Comedy|Animation|Family,8.0,6560,128.655964,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",94.0,175000000,857611174,Meet the little voices inside your head.,,,dream|cartoon|imaginary friend|animation|family|moving|kids|unicorn|duringcreditsstinger|3d,https://image.tmdb.org/t/p/w500/150540
510,One Flew Over the Cuckoo's Nest (1975),One Flew Over the Cuckoo's Nest,1975.0,Drama,8.2,2919,127.525581,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",133.0,3000000,108981275,"If he's crazy, what does that make you?",,Jack Nicholson|Louise Fletcher|Danny DeVito|William Redfield|Scatman Crothers,individual|rebel|self-destruction|wheelchair|lunatic asylum|dying and death|rage and hate|freedom|insanity|basic rights and human rights,https://image.tmdb.org/t/p/w500/510
131634,The Hunger Games: Mockingjay - Part 2 (2015),The Hunger Games: Mockingjay - Part 2,2015.0,Action|Adventure|Science Fiction,6.6,3984,127.284427,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",137.0,160000000,653428261,The fire will burn forever.,,,revolution|strong woman|dystopia|game of death|3d|based on young adult novel,https://image.tmdb.org/t/p/w500/131634
8966,Twilight (2008),Twilight,2008.0,Adventure|Fantasy|Drama|Romance,5.8,3561,127.084938,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.",122.0,37000000,392616625,"When you can live forever, what do you live for?",Catherine Hardwicke,,soulmates|vampire|forbidden love|immortality|trust|desire|duringcreditsstinger|woman director|interspecies romance|based on young adult novel,https://image.tmdb.org/t/p/w500/8966
11,Star Wars (1977),Star Wars,1977.0,Adventure|Action|Science Fiction,8.1,6624,126.393695,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,121.0,11000000,775398007,"A long time ago in a galaxy far, far away...",George Lucas,,android|galaxy|hermit|death star|lightsaber|jedi|rescue mission|empire|rebellion|planet,https://image.tmdb.org/t/p/w500/11
62177,Brave (2012),Brave,2012.0,Animation|Adventure|Comedy|Family|Action|Fantasy,6.7,4641,125.114374,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",93.0,185000000,538983207,Change your fate.,Brenda Chapman,,scotland|rebel|bravery|kingdom|archer|wish|bear|scot|rebellious daughter|turns into animal,https://image.tmdb.org/t/p/w500/62177
122,The Lord of the Rings: The Return of the King (2003),The Lord of the Rings: The Return of the King,2003.0,Adventure|Fantasy|Action,8.1,8064,123.630332,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",201.0,94000000,1118888979,The eye of the enemy is moving.,Peter Jackson,,elves|orcs|middle-earth (tolkien)|based on novel|suspicion|bravery|war|honor|troll|brutality,https://image.tmdb.org/t/p/w500/122
680,Pulp Fiction (1994),Pulp Fiction,1994.0,Thriller|Crime,8.3,8428,121.463076,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",154.0,8000000,213928762,Just because you are a character doesn't mean you have character.,Quentin Tarantino,,transporter|brothel|drug dealer|boxer|massage|stolen money|crime boss|dance contest|junkyard|kamikaze,https://image.tmdb.org/t/p/w500/680
122917,The Hobbit: The Battle of the Five Armies (2014),The Hobbit: The Battle of the Five Armies,2014.0,Action|Adventure|Fantasy,7.1,4760,120.965743,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",144.0,250000000,956019788,Witness the defining chapter of the Middle-Earth saga,Peter Jackson,,corruption|elves|dwarves|orcs|middle-earth (tolkien)|hobbit|dragon|battle|unlikely friendship|epic battle,https://image.tmdb.org/t/p/w500/122917
1726,Iron Man (2008),Iron Man,2008.0,Action|Science Fiction|Adventure,7.4,8776,120.725053,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",126.0,140000000,585174222,Heroes aren't born. They're built.,Jon Favreau,,middle east|arms dealer|malibu|marvel comic|superhero|based on comic book|tony stark|iron man|aftercreditsstinger|marvel cinematic universe,https://image.tmdb.org/t/p/w500/1726
102899,Ant-Man (2015),Ant-Man,2015.0,Science Fiction|Action|Adventure,7.0,5880,120.09361,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",117.0,130000000,519311965,Heroes don't get any bigger.,,Paul Rudd|Michael Douglas|Evangeline Lilly|Corey Stoll|Bobby Cannavale,marvel comic|superhero|based on comic book|aftercreditsstinger|duringcreditsstinger|marvel cinematic universe|3d,https://image.tmdb.org/t/p/w500/102899
129,Spirited Away (2001),Spirited Away,2001.0,Fantasy|Adventure|Animation|Family,8.3,3840,118.968562,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,125.0,15000000,274925095,The tunnel led Chihiro to a mysterious town...,,,witch|parents kids relationship|magic|twilight|darkness|village and town|bath house|pig|ghost world|biology,https://image.tmdb.org/t/p/w500/129
127585,X-Men: Days of Future Past (2014),X-Men: Days of Future Past,2014.0,Action|Adventure|Fantasy|Science Fiction,7.5,6032,118.078691,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,131.0,250000000,747862775,"To save the future, they must alter the past",,,1970s|mutant|time travel|marvel comic|based on comic book|superhuman|storm|beast|aftercreditsstinger|changing the past or future,https://image.tmdb.org/t/p/w500/127585
